"; File X","File Y","Map X","Map Y","Lat","Lon","B1"
"98",1685,-5514347.9521,5891021.1906,52.97916666,-82.36376668,45.9499642763494
"99",1685,-5513884.6394,5891021.1906,52.97916666,-82.35684651,50.5954827811163
"100",1685,-5513421.3266,5891021.1906,52.97916666,-82.34992635,51.8368782169048
"101",1685,-5512958.0139,5891021.1906,52.97916666,-82.34300619,51.8368782169048
"102",1685,-5512494.7012,5891021.1906,52.97916666,-82.33608603,51.7566067657439
"103",1685,-5512031.3885,5891021.1906,52.97916666,-82.32916587,47.7757563279148
"104",1685,-5511568.0758,5891021.1906,52.97916666,-82.32224571,39.8288826629806
"105",1685,-5511104.7631,5891021.1906,52.97916666,-82.31532554,39.8288826629806
"79",1686,-5523150.8937,5890557.8779,52.975,-82.48729552,53.3124413255068
"80",1686,-5522687.581,5890557.8779,52.975,-82.48037602,55.9782715570558
"81",1686,-5522224.2683,5890557.8779,52.975,-82.47345653,58.6589289993289
"82",1686,-5521760.9555,5890557.8779,52.975,-82.46653703,56.4384263726281
"83",1686,-5521297.6428,5890557.8779,52.975,-82.45961754,57.5121209422969
"84",1686,-5520834.3301,5890557.8779,52.975,-82.45269805,51.9539620533116
"85",1686,-5520371.0174,5890557.8779,52.975,-82.44577855,49.7697605287282
"86",1686,-5519907.7047,5890557.8779,52.975,-82.43885906,50.1133427910222
"87",1686,-5519444.392,5890557.8779,52.975,-82.43193956,51.1067659095301
"88",1686,-5518981.0792,5890557.8779,52.975,-82.42502007,49.1853639129513
"89",1686,-5518517.7665,5890557.8779,52.975,-82.41810057,47.0165008822204
"90",1686,-5518054.4538,5890557.8779,52.975,-82.41118108,47.0379747736138
"91",1686,-5517591.1411,5890557.8779,52.975,-82.40426158,42.9185666079846
"92",1686,-5517127.8284,5890557.8779,52.975,-82.39734209,39.6683397606587
"93",1686,-5516664.5157,5890557.8779,52.975,-82.39042259,36.1261702470085
"94",1686,-5516201.2029,5890557.8779,52.975,-82.3835031,36.1261702470085
"95",1686,-5515737.8902,5890557.8779,52.975,-82.3765836,39.7925815608632
"96",1686,-5515274.5775,5890557.8779,52.975,-82.36966411,40.9685327562147
"97",1686,-5514811.2648,5890557.8779,52.975,-82.36274461,45.9499642763494
"98",1686,-5514347.9521,5890557.8779,52.975,-82.35582512,45.9499642763494
"99",1686,-5513884.6394,5890557.8779,52.975,-82.34890563,48.7983225847422
"100",1686,-5513421.3266,5890557.8779,52.975,-82.34198613,51.8368782169048
"101",1686,-5512958.0139,5890557.8779,52.975,-82.33506664,51.7566067657439
"102",1686,-5512494.7012,5890557.8779,52.975,-82.32814714,41.7426154126331
"103",1686,-5512031.3885,5890557.8779,52.975,-82.32122765,41.7426154126331
"104",1686,-5511568.0758,5890557.8779,52.975,-82.31430815,36.9145688310225
"105",1686,-5511104.7631,5890557.8779,52.975,-82.30738866,36.9145688310225
"78",1687,-5523614.2064,5890094.5652,52.97083333,-82.48626208,54.2910372332906
"79",1687,-5523150.8937,5890094.5652,52.97083333,-82.47934325,54.4883925208583
"80",1687,-5522687.581,5890094.5652,52.97083333,-82.47242443,51.0259831752407
"81",1687,-5522224.2683,5890094.5652,52.97083333,-82.4655056,52.3992896581599
"82",1687,-5521760.9555,5890094.5652,52.97083333,-82.45858677,54.0502228798077
"83",1687,-5521297.6428,5890094.5652,52.97083333,-82.45166794,56.7012259006328
"84",1687,-5520834.3301,5890094.5652,52.97083333,-82.44474912,54.7951623979065
"85",1687,-5520371.0174,5890094.5652,52.97083333,-82.43783029,58.5127020246025
"86",1687,-5519907.7047,5890094.5652,52.97083333,-82.43091146,51.1067659095301
"87",1687,-5519444.392,5890094.5652,52.97083333,-82.42399263,54.4444221718147
"88",1687,-5518981.0792,5890094.5652,52.97083333,-82.41707381,46.9214022203355
"89",1687,-5518517.7665,5890094.5652,52.97083333,-82.41015498,46.9214022203355
"90",1687,-5518054.4538,5890094.5652,52.97083333,-82.40323615,42.9185666079846
"91",1687,-5517591.1411,5890094.5652,52.97083333,-82.39631732,34.0810377333537
"92",1687,-5517127.8284,5890094.5652,52.97083333,-82.3893985,36.7611838924984
"93",1687,-5516664.5157,5890094.5652,52.97083333,-82.38247967,37.681493523643
"94",1687,-5516201.2029,5890094.5652,52.97083333,-82.37556084,39.7925815608632
"95",1687,-5515737.8902,5890094.5652,52.97083333,-82.36864201,42.4364266178905
"96",1687,-5515274.5775,5890094.5652,52.97083333,-82.36172319,42.4364266178905
"97",1687,-5514811.2648,5890094.5652,52.97083333,-82.35480436,44.3941297165865
"98",1687,-5514347.9521,5890094.5652,52.97083333,-82.34788553,48.7983225847422
"99",1687,-5513884.6394,5890094.5652,52.97083333,-82.3409667,46.2347489788759
"100",1687,-5513421.3266,5890094.5652,52.97083333,-82.33404788,46.2347489788759
"101",1687,-5512958.0139,5890094.5652,52.97083333,-82.32712905,42.6266239416604
"102",1687,-5512494.7012,5890094.5652,52.97083333,-82.32021022,41.7426154126331
"103",1687,-5512031.3885,5890094.5652,52.97083333,-82.31329139,41.4649886739044
"104",1687,-5511568.0758,5890094.5652,52.97083333,-82.30637257,41.4649886739044
"105",1687,-5511104.7631,5890094.5652,52.97083333,-82.29945374,39.2812984324495
"77",1688,-5524077.5191,5889631.2525,52.96666666,-82.48522928,53.4586683002331
"78",1688,-5523614.2064,5889631.2525,52.96666666,-82.47831112,49.8428740160914
"79",1688,-5523150.8937,5889631.2525,52.96666666,-82.47139296,51.0259831752407
"80",1688,-5522687.581,5889631.2525,52.96666666,-82.4644748,53.8600255560378
"81",1688,-5522224.2683,5889631.2525,52.96666666,-82.45755664,58.2427445328001
"82",1688,-5521760.9555,5889631.2525,52.96666666,-82.45063848,58.2427445328001
"83",1688,-5521297.6428,5889631.2525,52.96666666,-82.44372032,57.680333091545
"84",1688,-5520834.3301,5889631.2525,52.96666666,-82.43680216,57.4829778039773
"85",1688,-5520371.0174,5889631.2525,52.96666666,-82.429884,57.2784645526119
"86",1688,-5519907.7047,5889631.2525,52.96666666,-82.42296584,50.434428595666
"87",1688,-5519444.392,5889631.2525,52.96666666,-82.41604767,48.0313978921216
"88",1688,-5518981.0792,5889631.2525,52.96666666,-82.40912951,40.5083779406424
"89",1688,-5518517.7665,5889631.2525,52.96666666,-82.40221135,36.9876823183856
"90",1688,-5518054.4538,5889631.2525,52.96666666,-82.39529319,31.2761384908761
"91",1688,-5517591.1411,5889631.2525,52.96666666,-82.38837503,32.9122445018
"92",1688,-5517127.8284,5889631.2525,52.96666666,-82.38145687,37.681493523643
"93",1688,-5516664.5157,5889631.2525,52.96666666,-82.37453871,39.7051521459045
"94",1688,-5516201.2029,5889631.2525,52.96666666,-82.36762055,41.3192729823065
"95",1688,-5515737.8902,5889631.2525,52.96666666,-82.36070239,45.9351370656254
"96",1688,-5515274.5775,5889631.2525,52.96666666,-82.35378423,44.3941297165865
"97",1688,-5514811.2648,5889631.2525,52.96666666,-82.34686607,44.3941297165865
"98",1688,-5514347.9521,5889631.2525,52.96666666,-82.33994791,42.495224177658
"99",1688,-5513884.6394,5889631.2525,52.96666666,-82.33302975,42.0130841875639
"100",1688,-5513421.3266,5889631.2525,52.96666666,-82.32611159,42.6266239416604
"101",1688,-5512958.0139,5889631.2525,52.96666666,-82.31919343,40.1724649252746
"102",1688,-5512494.7012,5889631.2525,52.96666666,-82.31227527,40.1724649252746
"103",1688,-5512031.3885,5889631.2525,52.96666666,-82.3053571,40.5814914280055
"104",1688,-5511568.0758,5889631.2525,52.96666666,-82.29843894,39.2812984324495
"75",1689,-5525004.1446,5889167.9398,52.9625,-82.49111461,51.3547382268107
"76",1689,-5524540.8318,5889167.9398,52.9625,-82.48419712,51.3547382268107
"77",1689,-5524077.5191,5889167.9398,52.9625,-82.47727962,49.8428740160914
"78",1689,-5523614.2064,5889167.9398,52.9625,-82.47036213,49.8428740160914
"79",1689,-5523150.8937,5889167.9398,52.9625,-82.46344463,49.5432621028409
"80",1689,-5522687.581,5889167.9398,52.9625,-82.45652714,49.6163755902041
"81",1689,-5522224.2683,5889167.9398,52.9625,-82.44960965,56.4241104450326
"82",1689,-5521760.9555,5889167.9398,52.9625,-82.44269215,57.680333091545
"83",1689,-5521297.6428,5889167.9398,52.9625,-82.43577466,53.3195992893046
"84",1689,-5520834.3301,5889167.9398,52.9625,-82.42885716,53.5460977151918
"85",1689,-5520371.0174,5889167.9398,52.9625,-82.42193967,50.434428595666
"86",1689,-5519907.7047,5889167.9398,52.9625,-82.41502218,40.7640195048492
"87",1689,-5519444.392,5889167.9398,52.9625,-82.40810468,36.2355848364891
"88",1689,-5518981.0792,5889167.9398,52.9625,-82.40118719,30.3118585106879
"89",1689,-5518517.7665,5889167.9398,52.9625,-82.39426969,32.9122445018
"90",1689,-5518054.4538,5889167.9398,52.9625,-82.3873522,35.344418343664
"91",1689,-5517591.1411,5889167.9398,52.9625,-82.38043471,41.8888423873594
"92",1689,-5517127.8284,5889167.9398,52.9625,-82.37351721,42.4512538286145
"93",1689,-5516664.5157,5889167.9398,52.9625,-82.36659972,41.3192729823065
"94",1689,-5516201.2029,5889167.9398,52.9625,-82.35968223,45.9351370656254
"95",1689,-5515737.8902,5889167.9398,52.9625,-82.35276473,50.5658283596684
"96",1689,-5515274.5775,5889167.9398,52.9625,-82.34584724,54.7803351871825
"97",1689,-5514811.2648,5889167.9398,52.9625,-82.33892974,42.495224177658
"98",1689,-5514347.9521,5889167.9398,52.9625,-82.33201225,42.0130841875639
"99",1689,-5513884.6394,5889167.9398,52.9625,-82.32509476,42.0130841875639
"100",1689,-5513421.3266,5889167.9398,52.9625,-82.31817726,38.5292009505529
"101",1689,-5512958.0139,5889167.9398,52.9625,-82.31125977,40.1724649252746
"102",1689,-5512494.7012,5889167.9398,52.9625,-82.30434227,40.5814914280055
"103",1689,-5512031.3885,5889167.9398,52.9625,-82.29742478,48.9885199085121
"104",1689,-5511568.0758,5889167.9398,52.9625,-82.29050729,48.9885199085121
"74",1690,-5525467.4573,5888704.6271,52.95833333,-82.49008241,56.1464837063039
"75",1690,-5525004.1446,5888704.6271,52.95833333,-82.48316558,46.0665368296278
"76",1690,-5524540.8318,5888704.6271,52.95833333,-82.47624876,46.0665368296278
"77",1690,-5524077.5191,5888704.6271,52.95833333,-82.46933193,44.7372006957521
"78",1690,-5523614.2064,5888704.6271,52.95833333,-82.4624151,44.7372006957521
"79",1690,-5523150.8937,5888704.6271,52.95833333,-82.45549828,49.6163755902041
"80",1690,-5522687.581,5888704.6271,52.95833333,-82.44858145,49.6163755902041
"81",1690,-5522224.2683,5888704.6271,52.95833333,-82.44166462,52.3481613453185
"82",1690,-5521760.9555,5888704.6271,52.95833333,-82.43474779,53.3267572531024
"83",1690,-5521297.6428,5888704.6271,52.95833333,-82.42783097,51.267308811852
"84",1690,-5520834.3301,5888704.6271,52.95833333,-82.42091414,50.2519005188223
"85",1690,-5520371.0174,5888704.6271,52.95833333,-82.41399731,42.5974808033408
"86",1690,-5519907.7047,5888704.6271,52.95833333,-82.40708048,36.6589272668156
"87",1690,-5519444.392,5888704.6271,52.95833333,-82.40016366,30.3118585106879
"88",1690,-5518981.0792,5888704.6271,52.95833333,-82.39324683,30.0490589826833
"89",1690,-5518517.7665,5888704.6271,52.95833333,-82.38633,38.9893557661253
"90",1690,-5518054.4538,5888704.6271,52.95833333,-82.37941318,38.9893557661253
"91",1690,-5517591.1411,5888704.6271,52.95833333,-82.37249635,40.1867808528702
"92",1690,-5517127.8284,5888704.6271,52.95833333,-82.36557952,40.5446790427598
"93",1690,-5516664.5157,5888704.6271,52.95833333,-82.35866269,42.8454531206214
"94",1690,-5516201.2029,5888704.6271,52.95833333,-82.35174587,47.7103120874778
"95",1690,-5515737.8902,5888704.6271,52.95833333,-82.34482904,54.7803351871825
"96",1690,-5515274.5775,5888704.6271,52.95833333,-82.33791221,53.3778855659437
"97",1690,-5514811.2648,5888704.6271,52.95833333,-82.33099538,48.2870394563285
"98",1690,-5514347.9521,5888704.6271,52.95833333,-82.32407856,41.5457714081938
"99",1690,-5513884.6394,5888704.6271,52.95833333,-82.31716173,38.5292009505529
"100",1690,-5513421.3266,5888704.6271,52.95833333,-82.3102449,45.7382930611862
"101",1690,-5512958.0139,5888704.6271,52.95833333,-82.30332808,45.7382930611862
"102",1690,-5512494.7012,5888704.6271,52.95833333,-82.29641125,45.3584096967748
"103",1690,-5512031.3885,5888704.6271,52.95833333,-82.28949442,48.9885199085121
"73",1691,-5525930.77,5888241.3143,52.95416666,-82.48905085,56.1464837063039
"74",1691,-5525467.4573,5888241.3143,52.95416666,-82.48213469,46.2056058405563
"75",1691,-5525004.1446,5888241.3143,52.95416666,-82.47521853,46.2056058405563
"76",1691,-5524540.8318,5888241.3143,52.95416666,-82.46830237,44.7372006957521
"77",1691,-5524077.5191,5888241.3143,52.95416666,-82.46138621,46.71688896897
"78",1691,-5523614.2064,5888241.3143,52.95416666,-82.45447005,46.71688896897
"79",1691,-5523150.8937,5888241.3143,52.95416666,-82.44755388,52.238746755838
"80",1691,-5522687.581,5888241.3143,52.95416666,-82.44063772,52.3481613453185
"81",1691,-5522224.2683,5888241.3143,52.95416666,-82.43372156,53.3267572531024
"82",1691,-5521760.9555,5888241.3143,52.95416666,-82.4268054,53.3267572531024
"83",1691,-5521297.6428,5888241.3143,52.95416666,-82.41988924,46.1544775277149
"84",1691,-5520834.3301,5888241.3143,52.95416666,-82.41297308,42.5974808033408
"85",1691,-5520371.0174,5888241.3143,52.95416666,-82.40605692,35.0596336411376
"86",1691,-5519907.7047,5888241.3143,52.95416666,-82.39914076,34.2558965632712
"87",1691,-5519444.392,5888241.3143,52.95416666,-82.3922246,35.0228212558918
"88",1691,-5518981.0792,5888241.3143,52.95416666,-82.38530844,35.7606028101928
"89",1691,-5518517.7665,5888241.3143,52.95416666,-82.37839228,42.8531223675476
"90",1691,-5518054.4538,5888241.3143,52.95416666,-82.37147612,42.560668418095
"91",1691,-5517591.1411,5888241.3143,52.95416666,-82.36455995,36.8634405181811
"92",1691,-5517127.8284,5888241.3143,52.95416666,-82.35764379,47.7103120874778
"93",1691,-5516664.5157,5888241.3143,52.95416666,-82.35072763,47.7103120874778
"94",1691,-5516201.2029,5888241.3143,52.95416666,-82.34381147,47.768598364117
"95",1691,-5515737.8902,5888241.3143,52.95416666,-82.33689531,47.5789123234755
"96",1691,-5515274.5775,5888241.3143,52.95416666,-82.32997915,41.7282994850375
"97",1691,-5514811.2648,5888241.3143,52.95416666,-82.32306299,41.5457714081938
"98",1691,-5514347.9521,5888241.3143,52.95416666,-82.31614683,48.491552707694
"99",1691,-5513884.6394,5888241.3143,52.95416666,-82.30923067,53.0787849358217
